" de","343"
"es ","271"
"de ","220"
"que","175"
"el ","168"
" qu","153"
" el","137"
"la ","136"
"s d","134"
"ue ","114"
" a ","114"
"en ","113"
" la","113"
" i ","106"
"ent","96"
" co","93"
"res","92"
"e l","91"
" pe","91"
"s a","90"
"ls ","90"
"na ","87"
" un","84"
"s, ","83"
"del","82"
"ar ","82"
" se","82"
"est","80"
"per","78"
"a d","78"
"és ","77"
"les","77"
" d’","75"
" no","70"
"er ","69"
"ns ","68"
" en","68"
"re ","65"
"ra ","65"
"nt ","65"
"ant","65"
" al","65"
" po","64"
" l’","64"
"tre","60"
"un ","59"
"al ","59"
"a l","58"
"ió ","57"
"els","57"
"a a","57"
" ma","57"
" le","57"
"ia ","56"
"ció","55"
"men","54"
"aci","53"
"una","51"
"a m","50"
"sta","49"
"s i","48"
"a, ","48"
"ues","47"
"ta ","47"
"s p","46"
" fa","46"
" es","46"
" ca","46"
"ter","45"
"com","45"
"amb","45"
"a c","45"
"s e","44"
"a p","44"
"des","43"
"at ","43"
" re","43"
" am","43"
"s. ","42"
"s q","42"
"ons","42"
", e","42"
" és","41"
" vi","41"
" pa","41"
" ha","41"
"mb ","40"
"bre","39"
" ba","39"
"ort","38"
"nta","38"
"ies","38"
", a","38"
"ts ","37"
"tat","37"
"r a","37"
"no ","37"
"ita","37"
"a e","37"
" in","37"
"t d","36"
"os ","36"
"om ","35"
"n a","35"
"més","35"
"l p","35"
"e d","35"
"a i","35"
" ll","35"
"tes","34"
"ion","34"
"va ","33"
"str","33"
"s m","33"
"ran","33"
"nte","33"
"ina","33"
"da ","33"
"ona","32"
"es,","32"
"em ","32"
" pr","32"
"e e","31"
"e c","31"
"any","31"
"ada","31"
"a q","31"
"ria","30"
"e s","30"
"cio","30"
"ara","30"
"aqu","30"
" mé","30"
" an","30"
"s s","29"
"s c","29"
" mo","29"
" me","29"
" fo","29"
"n e","28"
"ist","28"
"d’u","28"
"con","28"
"an ","28"
"alt","28"
" ve","28"
" va","28"
" tr","28"
" mi","28"
"’un","27"
"ure","27"
"tra","27"
"l s","27"
"l d","27"
"eri","27"
"equ","27"
"a s","27"
"a f","27"
" te","27"
" hi","27"
"t, ","26"
"t a","26"
"seq","26"
"l f","26"
"i d","26"
"far","26"
"e p","26"
"ura","25"
"uoi","25"
"s b","25"
"ren","25"
"quo","25"
"pro","25"
"ost","25"
"mar","25"
"ins","25"
"i h","25"
"ers","25"
"ell","25"
". E","25"
", l","25"
" si","25"
" di","25"
"s t","24"
"por","24"
"par","24"
"lla","24"
"hi ","24"
"era","24"
" ar","24"
"tan","23"
"t e","23"
"l m","23"
"int","23"
"i e","23"
"ha ","23"
"eix","23"
"ass","23"
"ans","23"
"a u","23"
", p","23"
" so","23"
"ten","22"
"tar","22"
"seg","22"
"s v","22"
"rra","22"
"nci","22"
"ica","22"
"cos","22"
"car","22"
"ade","22"
"act","22"
" aq","22"
"rs ","21"
"nts","21"
"nom","21"
"nes","21"
"n d","21"
"n c","21"
"is ","21"
"ere","21"
"e v","21"
"e t","21"
"d’a","21"
"a v","21"
"a r","21"
"a n","21"
"El ","21"
" to","21"
" ci","21"
" ce","21"
"ó d","20"
"tal","20"
"ris","20"
"rbr","20"
"r e","20"
"l’a","20"
"es.","20"
"e m","20"
"e f","20"
"e a","20"
"cte","20"
"als","20"
"aix","20"
" ge","20"
" El","20"
"sen","19"
"r d","19"
"nys","19"
"ntr","19"
"ega","19"
"bar","19"
". A","19"
" ta","19"
" ja","19"
" fe","19"
" ex","19"
"r l","18"
"oie","18"
"met","18"
"le ","18"
"gen","18"
"etr","18"
"arb","18"
"ana","18"
"ame","18"
"a t","18"
", c","18"
" gr","18"
"tot","17"
"mol","17"
"man","17"
"m a","17"
"l v","17"
"l c","17"
"ixe","17"
"iqu","17"
"ici","17"
"eur","17"
"esc","17"
"a. ","17"
" vo","17"
" Ca","17"
"vol","16"
"ver","16"
"sti","16"
"sit","16"
"ser","16"
"reg","16"
"ral","16"
"r q","16"
"qui","16"
"pod","16"
"one","16"
"ner","16"
"n p","16"
"n l","16"
"l’i","16"
"ill","16"
"i a","16"
"for","16"
"err","16"
"eny","16"
"arr","16"
"ari","16"
"arc","16"
"aba","16"
", d","16"
"us ","15"
"tur","15"
"tro","15"
"t p","15"
"st ","15"
"sse","15"
"s r","15"
"s h","15"
"r, ","15"
"qua","15"
"ot ","15"
"nic","15"
"nat","15"
"lle","15"
"len","15"
"lar","15"
"l n","15"
"ja ","15"
"ian","15"
"et ","15"
"cie","15"
"ca ","15"
"a b","15"
", i","15"
" ni","15"
"ste","14"
"pot","14"
"or ","14"
"ome","14"
"ode","14"
"nya","14"
"ndr","14"
"nar","14"
"l’e","14"
"l·l","14"
"ll ","14"
"lan","14"
"i l","14"
"gle","14"
"fer","14"
"cs ","14"
"cen","14"
"ban","14"
"bac","14"
"ave","14"
"are","14"
"ali","14"
"a h","14"
". L","14"
" pl","14"
" fi","14"
"uè ","13"
"uen","13"
"tac","13"
"t i","13"
"s u","13"
"s o","13"
"s l","13"
"rta","13"
"rec","13"
"què","13"
"pre","13"
"ont","13"
"omp","13"
"olt","13"
"nti","13"
"nal","13"
"lit","13"
"iga","13"
"eu ","13"
"esp","13"
"erò","13"
"ene","13"
"enc","13"
"egu","13"
"ect","13"
"e n","13"
"cia","13"
"cal","13"
"ble","13"
"art","13"
"ala","13"
"a g","13"
", s","13"
", n","13"
" su","13"
" na","13"
"’es","12"
"’al","12"
"via","12"
"van","12"
"tge","12"
"tam","12"
"t. ","12"
"sos","12"
"s n","12"
"rob","12"
"ra,","12"
"oc ","12"
"nos","12"
"min","12"
"mer","12"
"mat","12"
"llo","12"
"lac","12"
"ive","12"
"iu ","12"
"ir ","12"
"i s","12"
"gra","12"
"gan","12"
"fin","12"
"end","12"
"ena","12"
"e b","12"
"cor","12"
"atg","12"
"at,","12"
"ani","12"
"ais","12"
" s’","12"
" ac","12"
"’il","11"
"vi ","11"
"veu","11"
"ves","11"
"uta","11"
"uin","11"
"ssa","11"
"sa ","11"
"s g","11"
"rre","11"
"poc","11"
"pla","11"
"ns.","11"
"n v","11"
"mes","11"
"ltr","11"
"lli","11"
"l t","11"
"iut","11"
"itz","11"
"ili","11"
"gon","11"
"fic","11"
"ens","11"
"ela","11"
"egl","11"
"d’e","11"
"dia","11"
"den","11"
"ciu","11"
"ado","11"
". P","11"
", t","11"
" té","11"
" o ","11"
" ap","11"
" Po","11"
"’in","10"
"òri","10"
"ò, ","10"
"àni","10"
"ys ","10"
"viu","10"
"tòr","10"
"té ","10"
"til","10"
"tec","10"
"stò","10"
"son","10"
"sca","10"
"sat","10"
"rti","10"
"rso","10"
"rin","10"
"pel","10"
"pai","10"
"ots","10"
"ote","10"
"ota","10"
"orm","10"
"obr","10"
"o d","10"
"nse","10"
"ni ","10"
"ndi","10"
"ma ","10"
"lum","10"
"l q","10"
"ixò","10"
"ira","10"
"ine","10"
"ien","10"
"ida","10"
"i p","10"
"his","10"
"gin","10"
"g d","10"
"exp","10"
"ess","10"
"ert","10"
"emp","10"
"dic","10"
"cas","10"
"cap","10"
"c, ","10"
"atu","10"
"ats","10"
"ate","10"
"ar,","10"
"ale","10"
"Por","10"
", u","10"
" sa","10"
" ra","10"
"·lu","9"
"xen","9"
"unt","9"
"uer","9"
"uan","9"
"tza","9"
"to ","9"
"tin","9"
"tig","9"
"tem","9"
"t m","9"
"t l","9"
"si ","9"
"sem","9"
"sab","9"
"s f","9"
"rup","9"
"rt ","9"
"rma","9"
"riu","9"
"rie","9"
"rag","9"
"rad","9"
"pte","9"
"pci","9"
"ore","9"
"on ","9"
"o e","9"
"niq","9"
"n s","9"
"n m","9"
"mps","9"
"mic","9"
"mag","9"
"lt ","9"
"loc","9"
"lme","9"
"ler","9"
"l 1","9"
"iva","9"
"isa","9"
"i m","9"
"hum","9"
"gad","9"
"ece","9"
"e, ","9"
"dre","9"
"dem","9"
"cel","9"
"cad","9"
"bra","9"
"bla","9"
"ber","9"
"ars","9"
"ane","9"
"amp","9"
"a o","9"
"Per","9"
"Ara","9"
", q","9"
" pi","9"
" hu","9"
" bo","9"
" ai","9"
" 19","9"
"ón ","8"
"ó p","8"
"àri","8"
"xpl","8"
"uti","8"
"uri","8"
"uns","8"
"uma","8"
"tse","8"
"tic","8"
"tad","8"
"s’a","8"
"sob","8"
"seu","8"
"ses","8"
"se ","8"
"rto","8"
"ron","8"
"rel","8"
"r. ","8"
"ple","8"
"pas","8"
"ou ","8"
"ori","8"
"olo","8"
"ol ","8"
"o é","8"
"nst","8"
"nit","8"
"nia","8"
"n u","8"
"n b","8"
"mil","8"
"m e","8"
"m d","8"
"lte","8"
"lls","8"
"l l","8"
"l M","8"
"ixa","8"
"it ","8"
"ini","8"
"ima","8"
"il·","8"
"ig ","8"
"ics","8"
"ibr","8"
"ia,","8"
"hav","8"
"gue","8"
"geg","8"
"fa ","8"
"eta","8"
"eso","8"
"eru","8"
"emb","8"
"e q","8"
"e h","8"
"dra","8"
"din","8"
"cto","8"
"cta","8"
"cep","8"
"cci","8"
"can","8"
"cam","8"
"b u","8"
"ava","8"
"as ","8"
"ar.","8"
"ap ","8"
"alm","8"
"al.","8"
"abl","8"
"abe","8"
", f","8"
" ri","8"
" or","8"
" er","8"
" du","8"
" do","8"
" br","8"
" ab","8"
" Ta","8"
" Ma","8"
"és,","7"
"ènc","7"
"xem","7"
"vis","7"
"upc","7"
"umi","7"
"uir","7"
"ued","7"
"udi","7"
"ts,","7"
"tru","7"
"tor","7"
"tit","7"
"tei","7"
"t f","7"
"ssi","7"
"rò,","7"
"rqu","7"
"rni","7"
"rme","7"
"rem","7"
"rar","7"
"r t","7"
"r f","7"
"r c","7"
"pri","7"
"pon","7"
"our","7"
"osa","7"
"ord","7"
"oll","7"
"ole","7"
"oia","7"
"o s","7"
"o p","7"
"ns,","7"
"nen","7"
"nca","7"
"nac","7"
"n t","7"
"n i","7"
"mpl","7"
"mir","7"
"mig","7"
"mbl","7"
"mas","7"
"mal","7"
"log","7"
"lio","7"
"lib","7"
"l. ","7"
"itu","7"
"ing","7"
"inc","7"
"igu","7"
"ifi","7"
"iar","7"
"ia.","7"
"i v","7"
"gun","7"
"gui","7"
"ge ","7"
"ga ","7"
"esi","7"
"erv","7"
"ero","7"
"er-","7"
"egi","7"
"eda","7"
"eca","7"
"e i","7"
"e X","7"
"e P","7"
"div","7"
"dei","7"
"da,","7"
"c. ","7"
"b l","7"
"avi","7"
"a é","7"
"Les","7"
"Els","7"
". H","7"
" ti","7"
" il","7"
" cu","7"
" Un","7"
" Pe","7"
" Mo","7"
" L’","7"
" In","7"
" En","7"
" Ar","7"
"’ar","6"
"’aq","6"
"ó a","6"
"ífi","6"
"í, ","6"
"y, ","6"
"xar","6"
"vid","6"
"ven","6"
"vel","6"
"ucc","6"
"uca","6"
"u i","6"
"tus","6"
"tua","6"
"te ","6"
"tab","6"
"t r","6"
"t q","6"
"són","6"
"sur","6"
"spè","6"
"siv","6"
"sis","6"
"sin","6"
"sev","6"
"rò ","6"
"rui","6"
"rtu","6"
"rt,","6"
"rsi","6"
"rop","6"
"rca","6"
"rac","6"
"r v","6"
"r r","6"
"r p","6"
"plo","6"
"pli","6"
"pin","6"
"p d","6"
"ova","6"
"ors","6"
"orn","6"
"op ","6"
"onc","6"
"olc","6"
"ogi","6"
"o t","6"
"ny,","6"
"nve","6"
"ntí","6"
"nt.","6"
"nt,","6"
"nor","6"
"nie","6"
"ngu","6"
"ngl","6"
"n, ","6"
"n r","6"
"n q","6"
"n f","6"
"mpt","6"
"mon","6"
"lic","6"
"lcà","6"
"l, ","6"
"l r","6"
"l b","6"
"iue","6"
"inv","6"
"inu","6"
"il ","6"
"iel","6"
"i, ","6"
"i u","6"
"i q","6"
"ges","6"
"fet","6"
"eva","6"
"erq","6"
"erm","6"
"ept","6"
"ema","6"
"e F","6"
"d’i","6"
"dur","6"
"dor","6"
"don","6"
"dif","6"
"càn","6"
"cop","6"
"b e","6"
"aur","6"
"ata","6"
"at.","6"
"ast","6"
"ard","6"
"apr","6"
"apo","6"
"ape","6"
"apa","6"
"and","6"
"aig","6"
"agi","6"
"afe","6"
"aco","6"
"a: ","6"
"a C","6"
"VII","6"
"La ","6"
"Ind","6"
"Hi ","6"
"Dan","6"
"Cal","6"
". I","6"
" só","6"
" ro","6"
" on","6"
" oc","6"
" mu","6"
" im","6"
" eu","6"
" bi","6"
" as","6"
" ad","6"
" Fe","6"
" Da","6"
"’en","5"
"’ac","5"
"ó, ","5"
"òrn","5"
"èri","5"
"ècn","5"
"zon","5"
"ys,","5"
"yal","5"
"xò ","5"
"vos","5"
"vin","5"
"veg","5"
"ut ","5"
"uro","5"
"ume","5"
"ula","5"
"uil","5"
"u, ","5"
"tíf","5"
"tí ","5"
"tèc","5"
"tà ","5"
"tug","5"
"tud","5"
"tau","5"
"t s","5"
"sub","5"
"stí","5"
"stu","5"
"sol","5"
"sco","5"
"s é","5"
"rtí","5"
"rri","5"
"ros","5"
"rof","5"
"roc","5"
"ro ","5"
"rna","5"
"rit","5"
"rio","5"
"ric","5"
"rib","5"
"reu","5"
"ret","5"
"rer","5"
"rei","5"
"rea","5"
"rco","5"
"ram","5"
"r-h","5"
"r u","5"
"r s","5"
"ptu","5"
"pta","5"
"ps ","5"
"oto","5"
"os,","5"
"orr","5"
"omé","5"
"omb","5"
"ola","5"
"oho","5"
"odr","5"
"ocs","5"
"oco","5"
"obe","5"
"nvi","5"
"nut","5"
"nmi","5"
"nis","5"
"nfo","5"
"nem","5"
"nam","5"
"nad","5"
"na,","5"
"n n","5"
"mun","5"
"mpr","5"
"mbé","5"
"m, ","5"
"m u","5"
"lun","5"
"lti","5"
"llu","5"
"lif","5"
"lgu","5"
"lem","5"
"lco","5"
"lat","5"
"lal","5"
"jar","5"
"ixí","5"
"ix ","5"
"iss","5"
"ire","5"
"ifò","5"
"ic ","5"
"iat","5"
"i. ","5"
"hos","5"
"hol","5"
"gué","5"
"gur","5"
"gua","5"
"fòr","5"
"fou","5"
"fot","5"
"exe","5"
"ete","5"
"ern","5"
"erc","5"
"enm","5"
"emo","5"
"ego","5"
"e. ","5"
"e g","5"
"dèn","5"
"dos","5"
"cul","5"
"cre","5"
"coh","5"
"cni","5"
"bé ","5"
"bli","5"
"bas","5"
"aut","5"
"asa","5"
"anv","5"
"ano","5"
"ang","5"
"alg","5"
"alc","5"
"ago","5"
"aca","5"
"XVI","5"
"Mon","5"
"Mar","5"
"Aix","5"
". É","5"
". U","5"
". S","5"
". C","5"
", o","5"
", j","5"
" És","5"
" zo","5"
" tè","5"
" fu","5"
" et","5"
" em","5"
" cr","5"
" bl","5"
" af","5"
" XV","5"
" Sa","5"
" Pa","5"
" No","5"
" La","5"
" Hi","5"
" Fa","5"
"’hi","4"
"’av","4"
"’au","4"
"’ad","4"
"üen","4"
"ús ","4"
"ó q","4"
"ó m","4"
"ó i","4"
"òme","4"
"ò e","4"
"íem","4"
"í q","4"
"é, ","4"
"é u","4"
"èci","4"
"è e","4"
"çor","4"
"çad","4"
"ão ","4"
"àci","4"
"És ","4"
"ys.","4"
"xí ","4"
"xim","4"
"xel","4"
"vor","4"
"vi.","4"
"vet","4"
"vai","4"
"uto","4"
"ust","4"
"urs","4"
"upe","4"
"ule","4"
"uit","4"
"uia","4"
"uga","4"
"uel","4"
"uda","4"
"uat","4"
"uar","4"
"ua ","4"
"tín","4"
"ts.","4"
"ton","4"
"tiv","4"
"tiu","4"
"tiq","4"
"tip","4"
"tif","4"
"tie","4"
"tav","4"
"ta,","4"
"t u","4"
"t t","4"
"t c","4"
"stà","4"
"sso","4"
"sot","4"
"sor","4"
"scr","4"
"san","4"
"s: ","4"
"s (","4"
"ríe","4"
"rts","4"
"rs,","4"
"rot","4"
"rod","4"
"rim","4"
"rig","4"
"rd ","4"
"rci","4"
"rat","4"
"ra.","4"
"r é","4"
"r n","4"
"r m","4"
"pèc","4"
"pus","4"
"pos","4"
"pis","4"
"pes","4"
"pec","4"
"p a","4"
"ous","4"
"ora","4"
"oqu","4"
"opi","4"
"onu","4"
"oli","4"
"ofi","4"
"odu","4"
"odi","4"
"oba","4"
"o, ","4"
"o m","4"
"o i","4"
"o c","4"
"nó ","4"
"nàr","4"
"nye","4"
"ny ","4"
"num","4"
"nov","4"
"nho","4"
"nav","4"
"nan","4"
"n. ","4"
"món","4"
"mor","4"
"mod","4"
"mbr","4"
"mai","4"
"mac","4"
"m v","4"
"m p","4"
"m l","4"
"m c","4"
"lòm","4"
"lip","4"
"lia","4"
"let","4"
"lam","4"
"l a","4"
"iur","4"
"its","4"
"isi","4"
"ipu","4"
"ipt","4"
"iot","4"
"ior","4"
"inó","4"
"inà","4"
"inh","4"
"inf","4"
"ime","4"
"ilò","4"
"ila","4"
"ide","4"
"ic,","4"
"ibl","4"
"iac","4"
"i é","4"
"i t","4"
"i n","4"
"i c","4"
"her","4"
"hab","4"
"gut","4"
"gro","4"
"gre","4"
"gia","4"
"fon","4"
"fit","4"
"fil","4"
"fec","4"
"ext","4"
"evo","4"
"euc","4"
"esu","4"
"enç","4"
"emi","4"
"eli","4"
"egr","4"
"eco","4"
"e u","4"
"e C","4"
"d’A","4"
"dri","4"
"dir","4"
"di ","4"
"der","4"
"da.","4"
"cur","4"
"cui","4"
"cri","4"
"col","4"
"cit","4"
"cin","4"
"cer","4"
"c i","4"
"c d","4"
"bé,","4"
"bit","4"
"bil","4"
"bib","4"
"ben","4"
"bal","4"
"bai","4"
"b c","4"
"ase","4"
"arg","4"
"anc","4"
"an,","4"
"ama","4"
"all","4"
"aia","4"
"aga","4"
"adi","4"
"abi","4"
"a z","4"
"a J","4"
"Tar","4"
"Si ","4"
"San","4"
"L’e","4"
"Jon","4"
"III","4"
"En ","4"
"Due","4"
"Des","4"
"Cap","4"
"Aqu","4"
"Al ","4"
"195","4"
". T","4"
". F","4"
", v","4"
", m","4"
", g","4"
" vu","4"
" tu","4"
" ob","4"
" mó","4"
" li","4"
" gu","4"
" e ","4"
" bé","4"
" ag","4"
" Vi","4"
" Si","4"
" Se","4"
" Qu","4"
" Le","4"
" Jo","4"
" Du","4"
" Do","4"
" De","4"
" Aq","4"
" Ai","4"
"’ex","3"
"’er","3"
"’el","3"
"’ap","3"
"’an","3"
"’ai","3"
"’ab","3"
"’Ar","3"
"ó s","3"
"ó c","3"
"òti","3"
"òct","3"
"ís ","3"
"íne","3"
"éss","3"
"é a","3"
"ès ","3"
"ène","3"
"è h","3"
"ça ","3"
"à, ","3"
"à e","3"
"à a","3"
"zat","3"
"ya ","3"
"xòt","3"
"xò,","3"
"xtr","3"
"xes","3"
"xa ","3"
"vul","3"
"vit","3"
"vei","3"
"ve ","3"
"vad","3"
"va,","3"
"ués","3"
"use","3"
"uny","3"
"umà","3"
"um,","3"
"ult","3"
"ull","3"
"ugu","3"
"uci","3"
"ual","3"
"uad","3"
"uac","3"
"u q","3"
"u l","3"
"u d","3"
"t’a","3"
"tàn","3"
"tri","3"
"tol","3"
"toc","3"
"teu","3"
"tap","3"
"t n","3"
"t h","3"
"são","3"
"sup","3"
"sts","3"
"ssã","3"
"spo","3"
"spe","3"
"sme","3"
"sid","3"
"sej","3"
"sar","3"
"sal","3"
"sa.","3"
"rve","3"
"rva","3"
"rpr","3"
"rox","3"
"rol","3"
"roi","3"
"ri ","3"
"rg ","3"
"rdí","3"
"rdi","3"
"rc ","3"
"raç","3"
"rab","3"
"qüe","3"
"quí","3"
"ps.","3"
"pia","3"
"pet","3"
"peg","3"
"pan","3"
"pa ","3"
"oxi","3"
"oní","3"
"ono","3"
"oni","3"
"ong","3"
"ond","3"
"olç","3"
"océ","3"
"oca","3"
"oc,","3"
"obt","3"
"obl","3"
"obi","3"
"oad","3"
"o l","3"
"nçà","3"
"nça","3"
"nqu","3"
"nou","3"
"niv","3"
"ngi","3"
"nez","3"
"nde","3"
"nda","3"
"nce","3"
"nc ","3"
"nab","3"
"n o","3"
"n g","3"
"mpo","3"
"mit","3"
"mis","3"
"me ","3"
"m t","3"
"m f","3"
"l’o","3"
"l’A","3"
"ltu","3"
"lts","3"
"lta","3"
"ls,","3"
"lot","3"
"lom","3"
"liv","3"
"lin","3"
"lig","3"
"li ","3"
"le.","3"
"lad","3"
"l i","3"
"l g","3"
"l e","3"
"l S","3"
"l G","3"
"jap","3"
"ió,","3"
"ivi","3"
"iu,","3"
"ità","3"
"ism","3"
"is.","3"
"iol","3"
"in ","3"
"ile","3"
"ife","3"
"ie ","3"
"idè","3"
"icr","3"
"ic.","3"
"ibe","3"
"iba","3"
"ial","3"
"i r","3"
"i f","3"
"i b","3"
"gru","3"
"gió","3"
"gaf","3"
"g, ","3"
"fus","3"
"foc","3"
"feg","3"
"fas","3"
"fal","3"
"exò","3"
"evi","3"
"ese","3"
"eqü","3"
"eie","3"
"ege","3"
"efi","3"
"edi","3"
"ecu","3"
"eal","3"
"e j","3"
"e T","3"
"e S","3"
"e G","3"
"d’o","3"
"duc","3"
"dro","3"
"dol","3"
"diu","3"
"dis","3"
"deu","3"
"def","3"
"dar","3"
"cés","3"
"cti","3"
"cro","3"
"cip","3"
"cid","3"
"ci ","3"
"cat","3"
"cab","3"
"ca,","3"
"bus","3"
"bte","3"
"bri","3"
"bio","3"
"bes","3"
"b m","3"
"b a","3"
"aço","3"
"as,","3"
"aro","3"
"arl","3"
"ar-","3"
"ami","3"
"alu","3"
"al,","3"
"agó","3"
"adr","3"
"acu","3"
"a S","3"
"a F","3"
"Vil","3"
"Un ","3"
"Seq","3"
"No ","3"
"L’a","3"
"Ima","3"
"II ","3"
"Gen","3"
"Enc","3"
"Dou","3"
": e","3"
"00 ","3"
". Q","3"
". M","3"
". D","3"
"-hi","3"
"), ","3"
" ut","3"
" t’","3"
" ru","3"
" pu","3"
" ne","3"
" fà","3"
" fr","3"
" da","3"
" bu","3"
" be","3"
" av","3"
" I ","3"
" Ge","3"
" Es","3"
" Bo","3"
" Am","3"
"’on","2"
"’ob","2"
"’ed","2"
"’at","2"
"’as","2"
"’At","2"
"ós ","2"
"ón.","2"
"ó n","2"
"ó e","2"
"òni","2"
"òbi","2"
"ò é","2"
"ò n","2"
"íod","2"
"ífe","2"
"í B","2"
"é é","2"
"é i","2"
"ès.","2"
"èmi","2"
"èl·","2"
"èdi","2"
"èco","2"
"è c","2"
"çà ","2"
"ços","2"
"çar","2"
"âni","2"
"ànt","2"
"àli","2"
"à p","2"
"à l","2"
"à d","2"
"zar","2"
"zad","2"
"zac","2"
"za ","2"
"yes","2"
"yar","2"
"yak","2"
"ya,","2"
"xer","2"
"x t","2"
"vui","2"
"viv","2"
"vi,","2"
"var","2"
"uí,","2"
"ué ","2"
"utò","2"
"usc","2"
"us,","2"
"urb","2"
"ur ","2"
"une","2"
"und","2"
"unc","2"
"um ","2"
"uls","2"
"ulc","2"
"uis","2"
"ui ","2"
"uet","2"
"uei","2"
"ubm","2"
"u. ","2"
"u p","2"
"u o","2"
"u m","2"
"u D","2"
"tòc","2"
"tou","2"
"tob","2"
"tlà","2"
"tja","2"
"tim","2"
